Cord hardness id: 0-1 rubbing,,,,
current_force, target_force, pressed_depth(mm), finger_height(mm), finger_init_height(mm)
28.558121,30,26.841797,26.841797,0
28.85479,30,26.930079,26.930079,0
29.251099,30,26.930079,26.930079,0
29.629625,30,26.930079,26.930079,0
30.267988,30,26.929296,26.929296,0
31.259575,30,26.781641,26.781641,0
32.027256,30,26.387501,26.387501,0
31.519466,30,26.142578,26.142578,0
30.992022,30,26.142578,26.142578,0
30.646706,30,26.142578,26.142578,0
30.720957,30,26.142578,26.142578,0
30.910046,30,26.142578,26.142578,0
31.157175,30,26.142578,26.142578,0
30.914701,30,26.142578,26.142578,0
30.914701,30,26.142578,26.142578,0
30.397644,30,26.142578,26.142578,0
29.530682,30,26.142578,26.142578,0
28.601208,30,26.380077,26.380077,0
28.558052,30,26.748047,26.748047,0
28.749016,30,26.93125,26.93125,0
29.117414,30,26.931641,26.931641,0
29.383968,30,26.931641,26.931641,0
30.033026,30,26.931641,26.931641,0
30.91268,30,26.898438,26.898438,0
31.816294,30,26.545313,26.545313,0
31.914574,30,26.161327,26.161327,0
31.191446,30,26.133204,26.133204,0
30.696081,30,26.133204,26.133204,0
30.623684,30,26.133204,26.133204,0
30.797825,30,26.133204,26.133204,0
31.067568,30,26.133204,26.133204,0
31.067568,30,26.133204,26.133204,0
31.065012,30,26.133204,26.133204,0
30.626511,30,26.133204,26.133204,0
29.85412,30,26.134375,26.134375,0
28.943596,30,26.223827,26.223827,0
28.509657,30,26.616016,26.616016,0
28.66815,30,26.863281,26.863281,0
28.918642,30,26.924999,26.924999,0
29.146803,30,26.924999,26.924999,0
29.697538,30,26.924999,26.924999,0
30.539352,30,26.907421,26.907421,0
31.445129,30,26.678516,26.678516,0
32.012836,30,26.248047,26.248047,0
31.299936,30,26.124609,26.124609,0
30.774191,30,26.124609,26.124609,0
30.597712,30,26.124609,26.124609,0
30.681694,30,26.124609,26.124609,0
30.681694,30,26.124609,26.124609,0
30.972977,30,26.124609,26.124609,0
31.031576,30,26.124609,26.124609,0
30.724283,30,26.124609,26.124609,0
30.045887,30,26.124609,26.124609,0
29.257027,30,26.132812,26.132812,0
28.496099,30,26.467579,26.467579,0
28.523956,30,26.782032,26.782032,0
28.796253,30,26.93125,26.93125,0
29.0788,30,26.926563,26.926563,0
29.535782,30,26.926563,26.926563,0
30.247217,30,26.923046,26.923046,0
31.199392,30,26.754688,26.754688,0
31.963404,30,26.384766,26.384766,0
31.476686,30,26.125391,26.125391,0
30.967787,30,26.130077,26.130077,0
30.967787,30,26.130077,26.130077,0
30.675529,30,26.130077,26.130077,0
30.691656,30,26.130077,26.130077,0
30.919756,30,26.130077,26.130077,0
31.001015,30,26.130077,26.130077,0
30.816975,30,26.130077,26.130077,0
30.372133,30,26.130077,26.130077,0
29.557089,30,26.128515,26.128515,0
28.748182,30,26.294922,26.294922,0
28.399717,30,26.706249,26.706249,0
28.687086,30,26.938282,26.938282,0
28.994291,30,26.927734,26.927734,0
29.310152,30,26.927734,26.927734,0
29.951681,30,26.927734,26.927734,0
30.803768,30,26.853516,26.853516,0
31.692753,30,26.505077,26.505077,0
31.698689,30,26.150391,26.150391,0
31.698689,30,26.150391,26.150391,0
31.105917,30,26.116796,26.116796,0
30.685413,30,26.116796,26.116796,0
30.599228,30,26.116796,26.116796,0
30.780651,30,26.116796,26.116796,0
30.959291,30,26.116796,26.116796,0
30.968609,30,26.116796,26.116796,0
30.565166,30,26.116796,26.116796,0
29.826151,30,26.116796,26.116796,0
29.043165,30,26.18125,26.18125,0
28.431978,30,26.579687,26.579687,0
28.629442,30,26.85586,26.85586,0
28.909071,30,26.895702,26.895702,0
29.080189,30,26.895702,26.895702,0
29.558697,30,26.895702,26.895702,0
30.326572,30,26.895702,26.895702,0
31.257265,30,26.878124,26.878124,0
31.257265,30,26.878124,26.878124,0
32.10997,30,26.483593,26.483593,0
31.749233,30,26.13711,26.13711,0
31.112898,30,26.135937,26.135937,0
30.826435,30,26.135937,26.135937,0
30.842079,30,26.135937,26.135937,0
31.060764,30,26.135937,26.135937,0
31.180471,30,26.135937,26.135937,0
30.900621,30,26.135937,26.135937,0
30.371929,30,26.135937,26.135937,0
29.619181,30,26.135937,26.135937,0
28.632725,30,26.369923,26.369923,0
28.525318,30,26.73711,26.73711,0
28.76228,30,26.920313,26.920313,0
29.046406,30,26.926172,26.926172,0
29.449978,30,26.926172,26.926172,0
30.1143,30,26.926172,26.926172,0
30.1143,30,26.926172,26.926172,0
31.036749,30,26.92461,26.92461,0
31.856499,30,26.628124,26.628124,0
32.08691,30,26.184765,26.184765,0
31.312771,30,26.104298,26.104298,0
30.807016,30,26.104298,26.104298,0
30.720377,30,26.104298,26.104298,0
30.957212,30,26.104298,26.104298,0
31.101511,30,26.104687,26.104687,0
30.924379,30,26.104687,26.104687,0
30.581816,30,26.104687,26.104687,0
29.777908,30,26.104687,26.104687,0
28.890379,30,26.16328,26.16328,0
28.309454,30,26.607813,26.607813,0
28.548445,30,26.878906,26.878906,0
28.893909,30,26.892578,26.892578,0
29.153082,30,26.892578,26.892578,0
29.153082,30,26.892578,26.892578,0
29.698017,30,26.892187,26.892187,0
30.510738,30,26.874218,26.874218,0
31.355034,30,26.615234,26.615234,0
31.940762,30,26.233984,26.233984,0
31.283321,30,26.095312,26.095312,0
30.754375,30,26.095312,26.095312,0
30.587355,30,26.095312,26.095312,0
30.690004,30,26.095312,26.095312,0
30.917345,30,26.095312,26.095312,0
31.035376,30,26.095312,26.095312,0
30.741413,30,26.095312,26.095312,0
30.049889,30,26.098827,26.098827,0
29.338547,30,26.236719,26.236719,0
28.713165,30,26.552343,26.552343,0
28.694403,30,26.85078,26.85078,0
29.025946,30,26.92461,26.92461,0
29.025946,30,26.92461,26.92461,0
29.224691,30,26.92461,26.92461,0
29.653902,30,26.92461,26.92461,0
30.423927,30,26.92461,26.92461,0
31.183823,30,26.891796,26.891796,0
32.119587,30,26.51836,26.51836,0
31.954041,30,26.113281,26.113281,0
31.210257,30,26.098438,26.098438,0
30.897688,30,26.098438,26.098438,0
30.780968,30,26.098438,26.098438,0
31.058441,30,26.098438,26.098438,0
31.189932,30,26.098438,26.098438,0
30.977274,30,26.098438,26.098438,0
30.511723,30,26.098438,26.098438,0
29.679943,30,26.097656,26.097656,0
28.729834,30,26.233204,26.233204,0
28.395466,30,26.64922,26.64922,0
28.395466,30,26.64922,26.64922,0
28.667917,30,26.879297,26.879297,0
29.004486,30,26.926172,26.926172,0
29.454853,30,26.926172,26.926172,0
30.134203,30,26.926172,26.926172,0
30.915291,30,26.809376,26.809376,0
31.849157,30,26.480469,26.480469,0
31.793989,30,26.092968,26.092968,0
31.270306,30,26.089453,26.089453,0
30.881056,30,26.089453,26.089453,0
30.698956,30,26.089453,26.089453,0
30.991293,30,26.089453,26.089453,0
31.163383,30,26.089453,26.089453,0
31.093342,30,26.089453,26.089453,0
30.712574,30,26.089453,26.089453,0
29.730686,30,26.106251,26.106251,0
29.730686,30,26.106251,26.106251,0
29.085978,30,26.147655,26.147655,0
28.472639,30,26.542578,26.542578,0
28.604353,30,26.813282,26.813282,0
28.871805,30,26.826954,26.826954,0
28.931007,30,26.826954,26.826954,0
29.498875,30,26.826954,26.826954,0
30.314011,30,26.826954,26.826954,0
31.179031,30,26.79961,26.79961,0
31.895857,30,26.473438,26.473438,0
31.73266,30,26.119923,26.119923,0
31.124264,30,26.111328,26.111328,0
30.739182,30,26.111328,26.111328,0
30.972618,30,26.111328,26.111328,0
31.196331,30,26.111328,26.111328,0
31.350456,30,26.105078,26.105078,0
31.039757,30,26.105078,26.105078,0
31.039757,30,26.105078,26.105078,0
30.294128,30,26.105078,26.105078,0
29.569632,30,26.16328,26.16328,0
28.881491,30,26.448048,26.448048,0
28.777151,30,26.75625,26.75625,0
29.017639,30,26.830078,26.830078,0
28.913715,30,26.830469,26.830469,0
29.310905,30,26.83164,26.83164,0
30.040569,30,26.83164,26.83164,0
30.761549,30,26.83164,26.83164,0
31.599524,30,26.691015,26.691015,0
32.130844,30,26.318359,26.318359,0
31.50915,30,26.128906,26.128906,0
31.107954,30,26.128906,26.128906,0
31.043589,30,26.128906,26.128906,0
31.2603,30,26.128906,26.128906,0
31.234221,30,26.128906,26.128906,0
31.234221,30,26.128906,26.128906,0
31.146009,30,26.128906,26.128906,0
30.714399,30,26.128906,26.128906,0
29.985556,30,26.128906,26.128906,0
29.061459,30,26.142969,26.142969,0
28.416716,30,26.551563,26.551563,0
28.65999,30,26.8375,26.8375,0
28.77026,30,27.002344,27.002344,0
29.418352,30,27.025782,27.025782,0
30.143169,30,27.025782,27.025782,0
31.098911,30,26.895313,26.895313,0
32.041008,30,26.515234,26.515234,0
31.87541,30,26.121094,26.121094,0
31.370726,30,26.103516,26.103516,0
30.92762,30,26.103516,26.103516,0
30.820044,30,26.103516,26.103516,0
30.820044,30,26.103516,26.103516,0
31.072052,30,26.103516,26.103516,0
31.073698,30,26.103516,26.103516,0
31.167322,30,26.103516,26.103516,0
30.885677,30,26.103516,26.103516,0
30.191145,30,26.103516,26.103516,0
29.444824,30,26.171875,26.171875,0
