Cord hardness id: 0-1 rubbing,,,,
current_force, target_force, pressed_depth(mm), finger_height(mm), finger_init_height(mm)
30.235767,30,14.392968,25.676952,11.283984
29.133688,30,14.405078,25.689062,11.283984
28.207834,30,14.824609,26.108593,11.283984
27.921091,30,15.269141,26.553125,11.283984
28.051424,30,15.62461,26.908594,11.283984
28.400421,30,15.847657,27.131641,11.283984
28.926878,30,15.908984,27.192968,11.283984
28.926878,30,15.908984,27.192968,11.283984
29.632431,30,15.908984,27.192968,11.283984
30.996389,30,15.827735,27.111719,11.283984
32.268188,30,15.339454,26.623438,11.283984
32.143417,30,14.89961,26.183594,11.283984
31.719961,30,14.830468,26.114452,11.283984
31.753105,30,14.806251,26.090235,11.283984
31.63493,30,14.597266,25.88125,11.283984
31.681623,30,14.540626,25.82461,11.283984
31.301506,30,14.416017,25.700001,11.283984
30.985458,30,14.416017,25.700001,11.283984
30.406494,30,14.416017,25.700001,11.283984
29.507219,30,14.416017,25.700001,11.283984
28.776909,30,14.644532,25.928516,11.283984
28.039644,30,15.091407,26.375391,11.283984
27.926052,30,15.495704,26.779688,11.283984
28.236715,30,15.81211,27.096094,11.283984
28.236715,30,15.81211,27.096094,11.283984
28.70577,30,15.921094,27.205078,11.283984
29.4048,30,15.910157,27.194141,11.283984
30.485964,30,15.910157,27.194141,11.283984
31.903559,30,15.640235,26.924219,11.283984
32.643673,30,15.066796,26.35078,11.283984
31.971066,30,14.873828,26.157812,11.283984
31.860775,30,14.869142,26.153126,11.283984
31.751631,30,14.628516,25.9125,11.283984
31.632645,30,14.471875,25.755859,11.283984
31.154427,30,14.428906,25.712891,11.283984
30.979275,30,14.428906,25.712891,11.283984
30.562849,30,14.428906,25.712891,11.283984
29.892242,30,14.455859,25.739843,11.283984
29.292616,30,14.645312,25.929296,11.283984
28.469433,30,14.994531,26.278515,11.283984
28.469433,30,14.994531,26.278515,11.283984
28.216635,30,15.391797,26.675781,11.283984
28.28046,30,15.704297,26.988281,11.283984
28.645824,30,15.904687,27.188671,11.283984
29.245438,30,15.911328,27.195312,11.283984
29.96702,30,15.911328,27.195312,11.283984
31.242411,30,15.836719,27.120703,11.283984
32.506187,30,15.314843,26.598827,11.283984
32.181236,30,14.874219,26.158203,11.283984
31.940865,30,14.860938,26.144922,11.283984
31.909958,30,14.74336,26.027344,11.283984
31.782141,30,14.496095,25.780079,11.283984
31.240219,30,14.442187,25.726171,11.283984
31.052971,30,14.442187,25.726171,11.283984
30.808754,30,14.442187,25.726171,11.283984
30.255545,30,14.442187,25.726171,11.283984
29.692724,30,14.442187,25.726171,11.283984
29.692724,30,14.442187,25.726171,11.283984
28.399513,30,14.669923,25.953907,11.283984
27.942184,30,15.175,26.458984,11.283984
27.960508,30,15.558984,26.842968,11.283984
28.37171,30,15.811719,27.095703,11.283984
28.937048,30,15.84336,27.127344,11.283984
29.430965,30,15.84336,27.127344,11.283984
30.61677,30,15.839454,27.123438,11.283984
31.794641,30,15.526172,26.810156,11.283984
32.394569,30,14.965234,26.249218,11.283984
31.894159,30,14.769921,26.053905,11.283984
31.606455,30,14.769921,26.053905,11.283984
31.741669,30,14.698047,25.982031,11.283984
31.479994,30,14.525781,25.809765,11.283984
31.323986,30,14.520312,25.804296,11.283984
31.58478,30,14.491015,25.775,11.283984
30.957464,30,14.491015,25.775,11.283984
30.957464,30,14.491015,25.775,11.283984
30.069223,30,14.491015,25.775,11.283984
28.972466,30,14.536328,25.820312,11.283984
28.108307,30,15.026172,26.310156,11.283984
28.019012,30,15.41875,26.702734,11.283984
28.286413,30,15.724219,27.008204,11.283984
28.775324,30,15.816016,27.1,11.283984
29.190878,30,15.812501,27.096485,11.283984
29.993843,30,15.812501,27.096485,11.283984
31.215277,30,15.732812,27.016796,11.283984
32.366196,30,15.267188,26.551172,11.283984
32.21077,30,14.778907,26.062891,11.283984
31.584007,30,14.740624,26.024609,11.283984
31.61532,30,14.734765,26.018749,11.283984
31.459318,30,14.565625,25.849609,11.283984
31.338385,30,14.55586,25.839844,11.283984
31.666348,30,14.469531,25.753515,11.283984
31.666348,30,14.469531,25.753515,11.283984
30.93442,30,14.383985,25.667969,11.283984
30.085468,30,14.396094,25.680079,11.283984
29.215059,30,14.664453,25.948437,11.283984
28.647089,30,14.984376,26.26836,11.283984
28.515642,30,15.323438,26.607422,11.283984
28.353867,30,15.623048,26.907032,11.283984
28.659161,30,15.860156,27.14414,11.283984
29.143377,30,15.885156,27.16914,11.283984
29.802225,30,15.885156,27.16914,11.283984
31.026344,30,15.875781,27.159765,11.283984
32.259411,30,15.414063,26.698048,11.283984
32.444778,30,14.861329,26.145313,11.283984
31.711336,30,14.775001,26.058985,11.283984
31.681843,30,14.773438,26.057423,11.283984
31.554129,30,14.565625,25.849609,11.283984
31.349314,30,14.551171,25.835155,11.283984
31.349314,30,14.551171,25.835155,11.283984
31.638647,30,14.4875,25.771484,11.283984
31.149273,30,14.371875,25.655859,11.283984
30.313713,30,14.371875,25.655859,11.283984
29.357841,30,14.372266,25.65625,11.283984
28.404951,30,14.697656,25.98164,11.283984
28.215616,30,15.082421,26.366405,11.283984
27.971973,30,15.453906,26.73789,11.283984
28.279669,30,15.738282,27.022266,11.283984
28.773876,30,15.885938,27.169922,11.283984
29.423864,30,15.882031,27.166016,11.283984
30.653961,30,15.882031,27.166016,11.283984
31.815428,30,15.685157,26.969141,11.283984
32.770515,30,15.104688,26.388672,11.283984
32.104073,30,14.78789,26.071875,11.283984
31.760406,30,14.78789,26.071875,11.283984
32.090549,30,14.655469,25.939453,11.283984
32.090549,30,14.655469,25.939453,11.283984
31.499084,30,14.501954,25.785938,11.283984
31.544792,30,14.500001,25.783985,11.283984
31.298178,30,14.409375,25.693359,11.283984
30.687233,30,14.409766,25.69375,11.283984
29.847475,30,14.409766,25.69375,11.283984
28.877512,30,14.485156,25.76914,11.283984
28.330915,30,14.887891,26.171875,11.283984
27.95686,30,15.290626,26.57461,11.283984
28.126604,30,15.647265,26.93125,11.283984
28.547573,30,15.833203,27.117188,11.283984
29.140722,30,15.844922,27.128906,11.283984
30.001074,30,15.844531,27.128515,11.283984
31.286156,30,15.683984,26.967968,11.283984
32.442654,30,15.194531,26.478516,11.283984
32.043774,30,14.788672,26.072657,11.283984
31.643618,30,14.767579,26.051563,11.283984
31.643618,30,14.767579,26.051563,11.283984
31.923307,30,14.663672,25.947657,11.283984
31.457003,30,14.51875,25.802734,11.283984
31.332357,30,14.51875,25.802734,11.283984
31.421486,30,14.51875,25.802734,11.283984
31.278608,30,14.517579,25.801563,11.283984
31.047331,30,14.517579,25.801563,11.283984
30.066565,30,14.521485,25.80547,11.283984
29.106747,30,14.797265,26.081249,11.283984
28.530045,30,15.169532,26.453516,11.283984
28.376286,30,15.507813,26.791798,11.283984
28.627325,30,15.728517,27.012501,11.283984
29.045868,30,15.767188,27.051172,11.283984
29.604626,30,15.767188,27.051172,11.283984
30.643845,30,15.767188,27.051172,11.283984
31.743603,30,15.592187,26.876171,11.283984
32.710476,30,15.073047,26.357031,11.283984
32.710476,30,15.073047,26.357031,11.283984
32.051952,30,14.739844,26.023829,11.283984
31.891106,30,14.73125,26.015234,11.283984
31.620586,30,14.545312,25.829296,11.283984
31.388269,30,14.528907,25.812891,11.283984
31.383196,30,14.528907,25.812891,11.283984
31.435234,30,14.525001,25.808985,11.283984
31.270332,30,14.51875,25.802734,11.283984
30.438852,30,14.51875,25.802734,11.283984
29.376144,30,14.51875,25.802734,11.283984
28.298494,30,14.87461,26.158594,11.283984
27.979101,30,15.333594,26.617579,11.283984
28.299637,30,15.623437,26.907421,11.283984
28.672878,30,15.767968,27.051952,11.283984
29.21793,30,15.774219,27.058203,11.283984
30.189281,30,15.773828,27.057812,11.283984
30.189281,30,15.773828,27.057812,11.283984
31.311846,30,15.590234,26.874218,11.283984
32.363716,30,15.105859,26.389843,11.283984
31.993088,30,14.741015,26.025,11.283984
31.7089,30,14.741406,26.025391,11.283984
31.70804,30,14.598046,25.88203,11.283984
31.43944,30,14.554297,25.838282,11.283984
31.452381,30,14.554297,25.838282,11.283984
31.606394,30,14.456641,25.740625,11.283984
31.11389,30,14.351953,25.635937,11.283984
30.204554,30,14.351953,25.635937,11.283984
29.229126,30,14.483203,25.767187,11.283984
28.520823,30,14.864062,26.148046,11.283984
28.234447,30,15.253125,26.537109,11.283984
28.308189,30,15.576953,26.860937,11.283984
28.617268,30,15.7625,27.046484,11.283984
29.156931,30,15.811719,27.095703,11.283984
29.156931,30,15.811719,27.095703,11.283984
29.835608,30,15.811719,27.095703,11.283984
31.072857,30,15.791797,27.075781,11.283984
32.155991,30,15.364453,26.648438,11.283984
32.453865,30,14.833203,26.117188,11.283984
31.774727,30,14.704297,25.988281,11.283984
31.735128,30,14.685157,25.969141,11.283984
31.508377,30,14.557422,25.841406,11.283984
31.502649,30,14.557422,25.841406,11.283984
31.713444,30,14.553124,25.837109,11.283984
31.485104,30,14.371095,25.655079,11.283984
30.804468,30,14.371484,25.655468,11.283984
29.771679,30,14.38672,25.670704,11.283984
28.823179,30,14.657031,25.941015,11.283984
28.276678,30,15.072267,26.356251,11.283984
28.094652,30,15.446876,26.73086,11.283984
28.414164,30,15.711328,26.995312,11.283984
28.414164,30,15.711328,26.995312,11.283984
28.890255,30,15.781251,27.065235,11.283984
29.443201,30,15.776954,27.060938,11.283984
30.472418,30,15.770703,27.054688,11.283984
31.652241,30,15.416017,26.700001,11.283984
32.344624,30,14.932422,26.216406,11.283984
31.75539,30,14.708985,25.99297,11.283984
31.566372,30,14.708985,25.99297,11.283984
31.601284,30,14.557031,25.841015,11.283984
31.332567,30,14.480079,25.764063,11.283984
31.332954,30,14.480079,25.764063,11.283984
31.414207,30,14.362891,25.646875,11.283984
30.859253,30,14.346875,25.630859,11.283984
30.028811,30,14.349999,25.633984,11.283984
28.974443,30,14.423047,25.707031,11.283984
28.235785,30,14.838672,26.122656,11.283984
28.235785,30,14.838672,26.122656,11.283984
27.974985,30,15.287499,26.571484,11.283984
28.169571,30,15.587892,26.871876,11.283984
28.622522,30,15.790235,27.074219,11.283984
29.199066,30,15.80586,27.089844,11.283984
30.134226,30,15.80586,27.089844,11.283984
31.256638,30,15.769141,27.053125,11.283984
32.427456,30,15.303124,26.587109,11.283984
32.490204,30,14.770312,26.054296,11.283984
31.756346,30,14.681642,25.965626,11.283984
31.758173,30,14.681642,25.965626,11.283984
31.687353,30,14.545312,25.829296,11.283984
31.51897,30,14.413281,25.697266,11.283984
31.412083,30,14.405078,25.689062,11.283984
31.143776,30,14.405078,25.689062,11.283984
30.539848,30,14.405078,25.689062,11.283984
29.637098,30,14.405078,25.689062,11.283984
28.587164,30,14.605859,25.889843,11.283984
28.587164,30,14.605859,25.889843,11.283984
28.083752,30,15.07422,26.358204,11.283984
28.08761,30,15.459765,26.74375,11.283984
28.428181,30,15.692578,26.976562,11.283984
28.928083,30,15.769532,27.053516,11.283984
29.594196,30,15.769532,27.053516,11.283984
30.739536,30,15.769532,27.053516,11.283984
31.863152,30,15.556251,26.840235,11.283984
32.746883,30,14.992188,26.276173,11.283984
32.019814,30,14.686719,25.970703,11.283984
31.76684,30,14.679297,25.963282,11.283984
31.661407,30,14.671876,25.95586,11.283984
31.927225,30,14.551171,25.835155,11.283984
31.651764,30,14.348828,25.632812,11.283984
31.265671,30,14.349999,25.633984,11.283984
30.751038,30,14.349999,25.633984,11.283984
30.751038,30,14.349999,25.633984,11.283984
29.734093,30,14.38164,25.665625,11.283984
29.071136,30,14.646874,25.930859,11.283984
28.54907,30,14.986329,26.270313,11.283984
28.268909,30,15.345313,26.629297,11.283984
28.461918,30,15.628907,26.912891,11.283984
28.811678,30,15.792579,27.076563,11.283984
29.343407,30,15.770703,27.054688,11.283984
30.271036,30,15.770312,27.054296,11.283984
31.502523,30,15.538672,26.822657,11.283984
32.469036,30,15.044532,26.328516,11.283984
31.911022,30,14.71914,26.003124,11.283984
31.671871,30,14.71914,26.003124,11.283984
31.8076,30,14.575782,25.859766,11.283984
31.575377,30,14.465234,25.749218,11.283984
31.521372,30,14.465234,25.749218,11.283984
31.556057,30,14.44922,25.733204,11.283984
31.556057,30,14.44922,25.733204,11.283984
31.221375,30,14.338281,25.622265,11.283984
30.157471,30,14.34336,25.627344,11.283984
29.41198,30,14.546485,25.830469,11.283984
28.825783,30,14.832032,26.116016,11.283984
28.334482,30,15.214454,26.498438,11.283984
28.361536,30,15.54375,26.827734,11.283984
28.605091,30,15.759767,27.043751,11.283984
29.173512,30,15.805469,27.089453,11.283984
29.951582,30,15.805469,27.089453,11.283984
31.088427,30,15.671876,26.95586,11.283984
32.21701,30,15.21211,26.496094,11.283984
32.16296,30,14.767968,26.051952,11.283984
31.6766,30,14.696876,25.98086,11.283984
31.74803,30,14.674609,25.958593,11.283984
31.593243,30,14.453906,25.73789,11.283984
31.352087,30,14.420312,25.704296,11.283984
31.352087,30,14.420312,25.704296,11.283984
31.135916,30,14.420312,25.704296,11.283984
31.22295,30,14.420312,25.704296,11.283984
30.802082,30,14.420312,25.704296,11.283984
30.057869,30,14.420312,25.704296,11.283984
28.929388,30,14.486718,25.770702,11.283984
27.973343,30,15.022656,26.306641,11.283984
28.049477,30,15.427735,26.71172,11.283984
28.256048,30,15.685548,26.969532,11.283984
28.841822,30,15.709374,26.993359,11.283984
29.366079,30,15.709374,26.993359,11.283984
30.396214,30,15.708203,26.992188,11.283984
31.522554,30,15.503516,26.7875,11.283984
32.40535,30,15.025001,26.308985,11.283984
32.003155,30,14.676953,25.960938,11.283984
31.711996,30,14.668359,25.952343,11.283984
31.780933,30,14.567187,25.851171,11.283984
31.780933,30,14.567187,25.851171,11.283984
31.52169,30,14.40586,25.689844,11.283984
31.125305,30,14.398828,25.682812,11.283984
31.193901,30,14.398828,25.682812,11.283984
30.954681,30,14.398828,25.682812,11.283984
30.229622,30,14.398828,25.682812,11.283984
29.255739,30,14.402345,25.686329,11.283984
28.075432,30,14.847266,26.13125,11.283984
27.955532,30,15.260156,26.54414,11.283984
28.211338,30,15.566016,26.85,11.283984
28.676395,30,15.674609,26.958593,11.283984
29.068588,30,15.674609,26.958593,11.283984
29.652376,30,15.674609,26.958593,11.283984
30.885109,30,15.621875,26.905859,11.283984
31.88195,30,15.256249,26.540234,11.283984
32.277348,30,14.728126,26.01211,11.283984
31.643379,30,14.610547,25.894531,11.283984
31.643379,30,14.610547,25.894531,11.283984
31.567949,30,14.610156,25.89414,11.283984
31.591206,30,14.428124,25.712109,11.283984
31.001692,30,14.376563,25.660547,11.283984
31.105921,30,14.376563,25.660547,11.283984
31.043266,30,14.376563,25.660547,11.283984
30.47196,30,14.376563,25.660547,11.283984
29.55686,30,14.376563,25.660547,11.283984
28.292294,30,14.666406,25.95039,11.283984
28.017597,30,15.135938,26.419922,11.283984
28.128103,30,15.453515,26.737499,11.283984
28.51689,30,15.675782,26.959766,11.283984
28.977413,30,15.709374,26.993359,11.283984
29.498522,30,15.709374,26.993359,11.283984
30.609434,30,15.701953,26.985937,11.283984
31.705257,30,15.359376,26.64336,11.283984
32.428108,30,14.868751,26.152735,11.283984
32.428108,30,14.868751,26.152735,11.283984
31.804838,30,14.664844,25.948828,11.283984
31.601307,30,14.664844,25.948828,11.283984
31.767033,30,14.526954,25.810938,11.283984
31.453335,30,14.389062,25.673046,11.283984
31.375992,30,14.389062,25.673046,11.283984
31.30789,30,14.388673,25.672657,11.283984
30.853455,30,14.389062,25.673046,11.283984
30.097364,30,14.389453,25.673437,11.283984
28.871439,30,14.648438,25.932423,11.283984
28.48579,30,15.003907,26.287891,11.283984
28.301813,30,15.361718,26.645702,11.283984
28.497091,30,15.622657,26.906641,11.283984
28.94154,30,15.75586,27.039845,11.283984
29.342863,30,15.741797,27.025782,11.283984
30.298317,30,15.741797,27.025782,11.283984
30.298317,30,15.741797,27.025782,11.283984
31.470762,30,15.655078,26.939062,11.283984
32.489769,30,15.179688,26.463673,11.283984
32.329388,30,14.692578,25.976562,11.283984
31.689541,30,14.641797,25.925781,11.283984
31.770662,30,14.629296,25.91328,11.283984
31.624594,30,14.401954,25.685938,11.283984
31.41395,30,14.382422,25.666407,11.283984
31.321877,30,14.382422,25.666407,11.283984
30.823856,30,14.382422,25.666407,11.283984
30.25952,30,14.382422,25.666407,11.283984
29.37509,30,14.382813,25.666798,11.283984
28.353598,30,14.68086,25.964844,11.283984
27.949385,30,15.140626,26.42461,11.283984
27.998741,30,15.521094,26.805079,11.283984
28.56249,30,15.637109,26.921093,11.283984
28.816423,30,15.637109,26.921093,11.283984
28.816423,30,15.637109,26.921093,11.283984
29.526037,30,15.637109,26.921093,11.283984
30.717007,30,15.573047,26.857031,11.283984
31.635094,30,15.263673,26.547657,11.283984
32.218548,30,14.766797,26.050781,11.283984
31.596369,30,14.637891,25.921875,11.283984
31.590242,30,14.635547,25.919531,11.283984
31.601555,30,14.457032,25.741016,11.283984
31.365257,30,14.416406,25.70039,11.283984
31.359776,30,14.416406,25.70039,11.283984
31.084383,30,14.416406,25.70039,11.283984
30.645493,30,14.416406,25.70039,11.283984
29.824322,30,14.428906,25.712891,11.283984
28.809641,30,14.546094,25.830078,11.283984
28.137506,30,15.028907,26.312891,11.283984
28.064291,30,15.427735,26.71172,11.283984
28.510098,30,15.608985,26.892969,11.283984
28.510098,30,15.608985,26.892969,11.283984
28.805046,30,15.608985,26.892969,11.283984
29.266882,30,15.608985,26.892969,11.283984
30.155022,30,15.608985,26.892969,11.283984
31.04064,30,15.444922,26.728907,11.283984
32.00758,30,15.091407,26.375391,11.283984
31.954454,30,14.63672,25.920704,11.283984
31.657864,30,14.635547,25.919531,11.283984
31.728788,30,14.541406,25.82539,11.283984
31.415138,30,14.397656,25.681641,11.283984
31.248577,30,14.383985,25.667969,11.283984
31.014837,30,14.383985,25.667969,11.283984
30.702288,30,14.383985,25.667969,11.283984
